Idade,Peso,Horas de atividade,Batimentos cardiacos
44.24729475942593,53.59134323016296,3.39783580754074,82.3074249516507
81.42792970464446,172.56937505486226,33.14234376371556,179.04537673821739
50.80713032946719,74.58281705429499,8.64570426357375,103.5227955296594
55.778711821363885,90.49187782836441,12.622969457091106,114.23977887783184
53.79040014452018,84.12928046246456,11.032320115616141,107.18406265669769
67.91502690809789,129.3280861059132,22.332021526478304,142.6374694731926
78.98595533579544,164.7550570745454,31.18876426863635,173.544747170319
67.86084464694983,129.15470287023942,22.288675717559858,142.66018542155382
60.48429148598095,105.549732755139,16.387433188784758,122.84843774659834
71.54793527337193,140.95339287479018,25.238348218697553,153.65335776527454
62.214265113365364,111.0856483627692,17.771412090692294,130.49412914746412
60.037373181364835,104.11959418036743,16.029898545091857,124.5820258348966
73.38326101537525,146.8264352492008,26.706608812300207,157.24476701652344
56.723454722625846,93.51505511240272,13.378763778100682,113.7474266514903
77.41253717986547,159.7201189755695,29.930029743892373,168.91399892950875
68.93128771008409,132.5801206722691,23.14503016806727,146.16202919357167
73.48355477702927,147.14737528649368,26.78684382162342,158.3055642093006
78.16558435347602,162.12986993112327,30.532467482780813,167.7850630827381
67.09153823115561,126.69292233969801,21.673230584924504,142.09996003915717
52.95802368182951,81.46567578185444,10.366418945463607,105.77703302857188
63.12070123831646,113.98624396261265,18.49656099065316,128.3728820662203
59.44255027427576,102.21616087768244,15.554040219420605,123.66859281536095
69.7001617750704,135.0405176802253,23.760129420056323,147.00403296822182
61.84394636693431,109.9006283741898,17.47515709354745,128.84787087111462
75.8553152703938,154.73700886526012,28.68425221631503,159.86462491862582
75.10105218420921,152.32336698946943,28.080841747367355,162.69918053663304
61.90446263351137,110.09428042723637,17.523570106809096,124.8082654597807
60.82556418796703,106.64180540149452,16.660451350373627,125.17971588670156
65.87104341253337,122.78733892010678,20.69683473002669,134.76426926839557
67.64939990446118,128.4780796942758,22.11951992356895,142.950411285902
57.681681951913355,96.58138224612273,14.14534556153068,116.40530163016321
74.2997403714695,149.75916918870237,27.439792297175593,161.25167718718131
59.2089588864577,101.4686684366646,15.367167109166152,122.35981058460192
65.75825897973418,122.4264287351493,20.60660718378733,142.1901122012521
68.63870354012522,131.6438513284007,22.91096283210017,145.8191118605149
69.42872391582081,134.17191653062656,23.542979132656647,143.31325501071032
